text,star
진짜 간만에..정말 오랜만에 코미디 액션영화가 나왔네요ㅎ 다들 매력 넘치는데..특히 하늬씨가 의외로 연기 잘하고 호감가네요 대박나세요,1
재밌었어요 힐ㄹ;ㅇㅎㅎ,1
솔직히 진심 노잼이다ㅠ,0
..돈주고 보기에 ...ㅜㅜㅜㅜ,0
와 리얼이후로 이런 작품을 또 만나다니..,0
우울했는데 실컷 웃고 온 날입니다~영화보는 내내 지루하지 않고 너무 재미있었어요ㅎ 배우들 한 분 한 분 다 캐릭터 찰떡,1
더운데 뭐하러 이 영화를 보러다녀왔나 싶음....,0
진짜 최고입니다!!!! 세번봐도 웃긴 영화그리고 액션이 생각보다 너무 멋있어요,1
존잼이다 10 자 제항 귀찮넹 암튼 존잼,1
지금까지 본영화중재미로 최고!!지루한지 모르고 봤습니다,1
진짜 재미있고 웃겼어요!,1
우리나라도 sf장르 재밌게 만들었음 좋겠네여SF 영화인건 좋으나 전체적으로 많이 엉성한게 아쉬워요;;,0
그닥..배우들 보는ㅁㆍㅅ..,1
처음부터 끝까지 간만에 너무 웃어서 눈물나온ㅋㅋ사이다같은 영화!! 하나같이 캐릭터 있고 연기도 존잘~이병헌감독 포텐터진듯ㅎㅎㅎ또보고싶따,1
연기도 다들 너무 잘하고 재밌었음!!,1
정초부터 개꿀잼ㅋㅋㅋㅋ 갈비치킨 진짜 나와라!!,1
장르가 SF 헉 처음 나레이션 듣고 거대한 스토리 기대했는데 액션만 좋았고 처음의 그 장대함은 어디로 ...,1
너무 뻔하고 예상되는 스토리라.. 이게 왜 1400만 가까이 보는지 이해 안됨.,0
"악평을 많이 보고 봐서 그런지 기대 이상 좋았다. 충분히 매력적인 스토리에 연출도 이정도면 평균이상 아닌가?  끝까지 몰입해서 재미있게 봤다. 아쉬움도 있지만  독특한 소재로 표현하고자 하는 세계관부터 액션,러브라인까지 여운이 남는다.",1
가족들이랑 설맞이로 다함께 보고 왔는데 재밌었고 부모님도 잘보셔서 좋았습니다.,1
긴 말 안하겠습니다. 29년 인생 영화관에서 영화가 아무리 재미가 없어도 도중에 나가고 싶단 생각은 한번도 없었는데.. 이 영화가 그 영화였습니다. 보지마세요..,0
그냥웃겨..게속웃겨.덤앤더머 이후로 젤많이  웃었슴.  하도웃어서  아퍼아퍼아퍼,1
ㅈㄴ재미없어서 10점,1
최근 몇년만에 보고나면 기분 극도로 나빠지는 영화. 그냥 누우면 빨간 눈만 기억날듯. 관객 수준을 너무나 무시한 영화.,0
정말 재미었습니다.  간만에 스트레스를 싹~~  날려버렸네요.,1
평점알바 댓글알바에 속는흑우들,0
기대를 너무 많이했어요ㅠㅠ 배꼽빠지게 웃을 준비하고 봤는데 중반까지는 좀 졸리기도 했고 막판 15분정도 웃으면서 본것같아요 기대하지 않고 본다면 뜻밖의 요소들에서 웃을수 있을것같아요 16살 딸이랑 같이봤는데 애들과 같이보기는 쫌 그래요,1
기대가 너무 컸나.. 나는 왜이리 별로지... 피식 몇 번 하고 어영부영 어정쩡하게 진행되고 끝나는 영화.. 다들 재밌다고 입소문 타는거 보면 이해가 안됨,1
바쁜일상에 생각없이 웃고 올수있는 영화네요,1
맥락없음의 즐거운 향연,1
ㅋㅋㅈㄴ재밌구만 ㅋㅋ 시작부터 끝까지 계속 웃었음 오늘 뭣도 모르고 친구따라 봤는데 또 보고싶다 ㅋ 개꿀잼임 진짜 웃으라고 작정한 영화 ㅋ 아 그리구 댓글알바 넘 티나게 하지 말구 ~,1
재밋네여 엄청 계속 웃엇어요 ㅋㅋ,1
빵빵 터지는게 뭔지 보여주는 영화~!!,1
강동원 얼굴 볼려고 갔는데 잘 나오지도 않음 ...,0
강동원액션신 정말 멋있었습니다.,1
간만에 아무생각없이 웃다왔네요 배우들모두 화이팅입니다 ~^^,1
배경 이해하니 재밋엇음;배경이 조금 미래인데도 발전이 거의 없는 이유한반도가 통일을 하려했는데 주변 국가가 위기를 느끼고 경제성장을 막아서 시민이 먹구살기 힘들어서 시민시위단체가 만들어졋다구햇음 나라가발전하구잘살구 잇으면 폭력시위를 할이유가잇나,1
이 영화의 실제 제목은 리얼2가 아닐까?....,0
코미디 영화중에서 젤 재밋었다,1
쥔짜 잼나게 봤음. 어떻게 이렇게 잼난 영화가 있을까요?,1
정말 오랫만에즐겁게웃었어요웃을일없었는데 최고예요,1
정말 배우들 연기도 너무 좋았고 무엇보다 보는 내내 지루하지않게 웃으며 봤습니다,1
존잼 ㅋㅋ 치킨 먹어보고싶움,1
예고편은 최대한 보지말고 보세용,1
솔직히 멜로부분 제외하고 괜찮은 영화~~~재미있던데,1
이용철평론가는 리얼도 6점씩이나줘놓고 이걸 8점주고있네ㅋㅋㅋㅋ제작배급사 따라 점수주는거 아니죠?,0
"7월25일 인랑,폴아웃 개봉날 ... 고민 엄청 하다가 톰형꺼봤는데..ㅎㅎㅎ 잘 피했네요",0
이 영화 보는게 극한직업,0
신랑이랑 간만에 진짜 재미나게 봤네요 호호호   또보고싶을정도입니다 ㅋㅋ,1
킬링타임용짱!!존잼,1
투자자나 배급사 대가리에 총맞았나보다 ㅋㅋㅋ,0
정말  많이 웃었습니다!!! 재미있어요...,1
인생영화입니다 너무재밋어요,1
리얼을 능가하는영화엥,0
진짜 두시간내내 웃었어요ㅋㅋㅋ강추합니당,1
"진짜 간만에 배잡고 웃음,. 첨부터 콜라를 잘못마셨어요웃다가 뿜을까봐ㅋㅋㅋ",1
영화관에서 시끄럽게 하는거 싫어해서 아무리 웃겨도 참는데 박수치면서 박장대소했다. 나만그런게 아니라 다행이다 ^^,1
엄청 재밌게 봤다. 난 이 영화를 통해 조직간의 권력전쟁과 그 아래서 기계로 살아간 인간늑대들의 비정함을 잘 그렸다고 본다. 나중에 컬트영화로 부활할 영화.,1
완전 꿀잼♡!!!이고 액션도 멋있어용^^다들!!,1
응 내일 광복절 ~응 내일 광복절 ~,0
배우 잘생긴거 보여주려고 만들어진 영화인가..싶어요,0
그닥 그냥그저 그러네요,0
도대체 어디가 웃긴 부분인지?? 재밌다고 해서 가족 총출동해서 보러갔는데영화 다보고 나오자 마나 욕들음ㅜㅜ,0
그냥 그냥 그냥 이라는 평 밖에는...,1
공명 배우의  깨알 연기  넘 귀여웠어요~~^^주연 배우 다섯분의  연기와  신하균 오정세씨의 짧지만  명연기에  엄지척!!웃음 빵빵~가는 시간이 넘 아쉬웠어요넘 캐스팅이  잘 된 듯 해요~~♡♡♡1000 만 응원합니다~~^^,1
처음부터 끝까지 웃으면서 본 영화,1
계속웃다가나왔어요^^재미있어요!,1
정치세력 왔습니다~^^ 1점은 너무 알바스러우니 2점 드립니다,0
웃음포인트는 재치있었지만 내용은 억지로 끼워맞추는느낌.,0
간만에 깔깔대고 웃은 영화 ㅋㅋㅋ,1
예고편그이상그이하도 아니었던 ...너무 기대해서 그랬는가 다 예상할수 있는 웃음,0
엄청웃기다길래 기대하며 봤는데 그냥그럼 ㅇㅇ,1
영화는 무조건 재미 있어야한다.,1
지나칠정도로 호평이90% 장난하나... 여태까지 본것중에 최악임ㅜㅜ,0
와 근10년간 영화보는동안 이렇게 계속 웃음주는 영화는 이게 처음이었다 내가 병맛이라 그런진 몰라도 그냥 계속 웃겼다,1
정말 웃기고 재밌습니다 ㅋㅋㅋ공명 왜이렇게 귀여운가요 ㅎㅎ류승룡 이하늬 등등 모두 연기 짱입니다,1
그냥 계속 웃김 ㅠㅠ행복하당진짜ㅜㅠㅠㅠ,1
재밌게 잘봤습니다^^;,1
그냥 한번쯤은? 볼만했어요 액션씬도 좋았고...,1
억지로 웃음을 자아내는 부분들이 좀 아쉬움이 남는영화..역시 영화는 기대하지 않고 봐야하나보다ㅠ그럭저럭 볼만한 영화,1
연기도 좋고 재밌어요! 우리나라는 역시 요런 영화 잘만드는 듯 ㅎㅎ,1
재밌는 영화추천하고 싶네요,1
정우성아 니 죄를 니가 알렸다 ?,0
일천만명 관중을 끌만한 영화는 아닌 듯~~,1
첨부터 끝까지 계속웃곀ㅋㅋㅋ재미없다는 평점 다른.영화관계자가족이나 투자자나 배우나 그럴듯여,1
음... 저는 사실 기대를 너무 많이해서 그런지 그저그랬어요 ㅠㅠㅠ 중간중간에 웃기긴했는데 예고편이 사실 거의 전부라서 저는 별로였어요. 왜 평점이 9점이 넘는것인지.... 7점 후반 8점 초반 정도 영화라고 생각해요,1
이건 1점이 아니다. 11점을 주고싶은 나의 마음이다.,0
지금까지 이런 영화는 없었다 ~~진짜 웃긴대사가 아닌거같은데 배우분들이 잘 살려주셔서 진짜 재미있었던거 같음 진짜 2시간 계속 지루하지도 않고 계속 웃으면서 이영화 안보면 후회함 ㄹㅇ,1
입 소문에 기대가 너무컸나?왜 500만이  훌쩍 넘었는지 의아하네상반기 최악의 영화 한편에 한표를 던짐.,0
재밌게봤어요ㅎㅎㅎㅎ진선규님 이하늬님 키스신 쏴ㅋㅋ,1
어이가 없네 이런명작을,1
ㅎㅎ 잼나요~깨알같이 웃겨요~^^,1
ㄹㅇ개재밋음 시간가는줄모르고봤음,1
재미있었음 스토리를 원하고 교훈을 원한다면 재미없겠지만 그런것을 제외하면 충분히 재미있음   액션을 원한다면 충분함 가슴이 뻥뚤리는 그런 액션은 아니지만 묵직하고  거침없는 액션 좋음,1
영화의 탈을 쓴 중매...,0
진선규 배우님 연기가 너무 좋아요~~영화는 볼만 합니다.,1
보는 동안에 지루할틈을 못느꼈던거같아요 재밌게 잘봤어요,1
영화시작했다.. 모두 자리에서 인낭!,0
현실정치판이 펼처진 느킴입니다,1
개연성이니 작품성이니 다 치우고 머리를 비운 채로 즐기고 싶을 때 가장 좋은 영화. 처음부터 끝까지 눈물 쏙 빠지게 웃었음.,1
1000만 영화되길 응원합니다 ^^,1
우리나라  개그코드 진짜 촌스럽네...정색빨면서 봤는데 배터지게 웃을 정도가 아닌데 ㅋㅋㅋ 유치하고 오글거림.. 1점 주고 싶은데 배우들 캐미가 좋아서 6점준다,1
원작 보다 못할 듯..왜 이걸 로 했을지.. 참,0
오늘 봤는데 간만에 크게 웃으면서 봤어요,1
아직못봤는데 진심평좀 부탁드립니다 볼까생각중,1
존나 재미없다 예고편이전부다,0
좆 OO 노잼 뭐야 이게 OO 진짜.,0
난 가독들이랑 재미있게 봤다. 빵빵 터지는 웃음보다는 보는 내내 깨알같은 웃음들이 계속 터지고 신하균의 등장은 신의 한수 였다.,1
잼잇게잘봣어요 ㅎㅎㅎ,1
그냥 약빨고 작정하고 웃길라고 만든듯ㅋㅋㅋㅋ개웃겼닼ㅋㅋ간만에 영화보고 겁나웃었네,1
"주먹이운다 잘봤습니다. 주먹이운다는 전세계 스포츠영화를 통틀어서 최고라고 생각합니다. 주먹이운다가 왜 평점이 8점대인지 모르겠네요. 주먹이운다, 정말 잘봤습니다. 주먹이운다만해도 큰 업적입니다. 주먹이운다만 기억하겠습니다...",0
처음에는 아 억지 웃음 코드구나 했는데 이후 쭉 현웃 터져서 너무 재미 있었던 영화 였어요~^^,1
그냥 보세요 너무 재밌어요,1
처음부터 끝까지 혼을 쏙 빼놓는 코믹연기.. 기립박수를 보내고 싶어요~,1
재밌어요 재밌다니깐요,1
재미있어요액션씬도멋있고,1
아무생각없이 웃고 즐길수 있는 영화네요~~^^류승룡 짱!!!,1
세계관은 뭐 어쩔수없다ㅋㅋ근데 원작과 비교했을때는 더 나은듯 액션도 좋고! 마지막 정우성 강동원 격투씬은 좀..아쉽네,1
명절연휴에  초등생아이들과  함께보기에  욕이 많이 나와서  별로  좋지는 않았던거 같네요,0
볼만한 정도의 영화였다,1
방금 보고 왔는데 내 주관으론 별로네요,0
배태랑 느낌나는데 베테랑이 좀 더 낫다,1
부모님 모시고 보기 좋았어요! 너무 웃기기만 하면 삼류 냄새가 날 만한데 그러기엔 연기력이랑 스토리가 탄탄했고 갠적으로 억지 신파극 안좋아하는데 그런 것 없이 첨부터 끝까지 빵빵 터졌어요 관객 다 같이 웃는데 너무 즐거웠고 길지도 짧지도 않은 영화예요,1
그놈의 멜로만 안넣었어도 스토리라인 좀 보강했을텐데..,0
솔직히 예고편보다 훨씬 재미있다. 신파도 없고 다 웃기다 ㅋㅋㅋㅋ 오랜만에 재밋는 코미디 영화본듯,1
진짜 꿀잼ㅋㅋㅋ  오랫만에 실컷 웃었네요,1
설에 가족끼리 보기 딱 즐거운영화.쉼없이 끝나는시간까지 웃을수있음,1
"영화 초반에 케이블카에서 강동원과 한효주가 만나는 장면까지는 좋았으나, 그 이후 긴장감없는 액션, 공감 안되는 러브라인, 감정이입 안되는 심리묘사 등 아쉬움이 아주 많은 영화.",0
치킨이 먹고싶어지는 영화,1
진짜 강동원빨로라도 봐주려고했는데재미없어요...전 재미없다는 말 잘 안하는데..액션도 지루하고 스토리는 jQuery22406566383518731216_1532755096115?  이해가 안되고..다본뒤 여운이라도 있길바랬는데.. 그런것도 없고...,0
배우도 훌륭하고 스토리도 괜찮은데 왜그러지...액션짱!,1
영화보는내내 영화관이 더웠어요 쉴틈 없이 웃느라가족들과 즐겁게 봤습니다 최고!,1
요즘 본 영화중에 제일 재밌었음~ 완전 꾸르잼ㅋㅋㅋ 류승룡님..넘 기여워영..ㅋㅋㅋ 팝콘무비로 완전 추천!!,1
진짜 오랜만에 많이 웃을 수 있었어요.행복해요 :),1
노잼 & 등장인물의 감정선이 전혀 이해가 안가요,0
"그래,이런게 진짜 코미디 영화지! 처음부터 끝까지 웃어서 나올때 볼 얼얼ㅋㄷㅋ",1
보다보다 이런 머 같은 영화는 첨이네요...아~~내돈!!!,0
생각없이보기  좋은영화~많이 웃었네요,1
처음부터 끝까지 나는 웃겼음 ㅋㅋㅋㅋ중2우리아들과 나는 정말 재밌게보았음 ㅋ,1
잊고 지냈는데 내가 원래 코미디 영화를 참 좋아하던 사람이었는데 그동안 진짜 코미디 영화를 못 봤네요. 진심 웃다가 눈물 났음 대박!,1
저 배우들을 데리고 왜 이렇게 영화를 만들었는지...아쉽네요. 연출에 문제가 많은 듯..,1
믿고보는 김지운 영화 액션씬 진짜 멋지고 짜릿함,1
"원작을 이따위로 망쳐놓은건 둘째치고, 초호화 캐스팅으로 말아먹은 역대급 영화. 그냥 강변에 사람들 지나가는거보는게 더 재미있음.",0
"역시나,,, 기대를 하고 봤으나,,, 별로네요",0
너무 즐거웠어요. 꼭 보시길 추천드려요. 연기 모두 짱짱!,1
영화보기전 치킨먹고가세요~~~,1
딱 웃자고 만든 킬링타임용 영화. 코믹영화의 본분을 아주 잘 지키고 있다. 불필요한 장면없이 딱 코믹과 액션요소만 넣어놓은 잘만든 개그.,1
내용이 복잡하고 장황해서 어려워서그렇지 영화 액션 퀄리티 자체는 개쩐다. 솔까 인정할건 인정하자. 액션 퀄리티 하나만으로도 최소 6점은 받아도 되는 작품이다.,1
오랜만에 한국코미디영화중 잘만든 재밌는 영화 나왔당~!! 그동안 앞구르기 옆구르기 뒷구르기 피해야하는 한국 영화들 많았는데  내안의 그놈이랑 이영화 성공적!!,1
재밌네요ㅎ 간만에 코믹영화 많이 웃으면서 잘봤어요ㅎ,1
이게 재밌다고? 일상에서 재미있는 일이 그렇게 없음?,0
걍 존나 병맛임말도안되는데개웃겨ㅋㅋ약간 b급감성ㅋㅋㅋ진짜올해 최고로많이웃엇다주인공 다섯명 다웃겨ㅜㅠㅜㅋ,1
영화예고편이 다한 영화,0
저도 수욜날 낮에 관람했는데  끝날때까지 계속 웃었어요  아마 감독님이랑 웃음코드가 맞나봐요 ㅎㅎ 여튼 보시면 후회안할거에요  특히 이하늬 완전 욕찰지게하네요,1
많이 실망..웃음코드도 이상하고 재미도 없고..대체 뭐하는 영환지 모르겟다 ㅠ 같은 극장에서 보던 사람들도 그닥 웃지도 않던데 ..한국영화에 대해선 매번 이번한번만 하고 봣는데..이제 안녕해야겟다,1
